created_at,text_clean,text_preprocessed,polarity_score,polarity
Sun Dec 22 12:01:06 +0000 2024,freebies seventeen right here in jakarta— mini gyu kit ✨🎀  🗓️  feb  day amp 📍jis ⏰ tba on dday  how to claim    likes are appreciated 🤗  don’t throw or sell it   come meet me amp say hi 👋🏻   please tag me  if you get it 🫶🏻  righthereinjakarta,"['freebies', 'seventeen', 'right', 'here', 'in', 'jakarta', 'mini', 'gyu', 'kit', '', '', 'feb', 'day', 'amp', 'jis', '', 'tba', 'on', 'dday', 'how', 'to', 'claim', 'likes', 'are', 'appreciated', '', 'don', '', 't', 'throw', 'or', 'sell', 'it', 'come', 'meet', 'me', 'amp', 'say', 'hi', '', 'please', 'tag', 'me', 'if', 'you', 'get', 'it', '', 'righthereinjakarta']",-4,negative
Thu Dec 26 00:09:07 +0000 2024,jadi di restonya tuh ketentuannya klo makan baksonya sebiji jadi free dia pesen  porsi terus bilangnya makan cuma   tiap porsi endingnya difreein,"['restonya', 'makan', 'bakso', 'biji', 'free', 'sen', 'porsi', 'bilang', 'makan', 'porsi', 'endingnya', 'difreein']",11,positive
Mon Dec 23 15:56:50 +0000 2024,freebies seventeen right here in jakarta —by   📅  feb  day  only 📍jis ⏰️ tba   for minwonist only 💚💜   limited quantity only  package 🙏  first come first serve 🙏  rt amp like are appreciated see you there  minwonist 🫶   righthereinjakarta,"['freebies', 'seventeen', 'right', 'here', 'in', 'jakarta', 'by', '', 'feb', 'day', 'only', 'jis', '', 'tba', 'for', 'minwonist', 'only', '', 'limited', 'quantity', 'only', 'package', '', 'first', 'come', 'first', 'serve', '', 'rt', 'amp', 'like', 'are', 'appreciated', 'see', 'you', 'there', 'minwonist', '', 'righthereinjakarta']",3,positive
Wed Dec 25 01:01:42 +0000 2024,susu tak wajib telur dan daun kelor jadi alternatif menu makan gratis,"['susu', 'wajib', 'telur', 'daun', 'kelor', 'alternatif', 'menu', 'makan', 'gratis']",-6,negative
Sat Dec 14 02:51:17 +0000 2024,♡⁠｡freebies seventeen right here in jakarta ｡⁠⁠♡⁠ by    📍   jis  🗓️   februari  day  ⏰  tba  limited quantity‼️  how to claim  🍒amp like this tweet 🍒say hi when you found me 🍒kindly tag me if you get it 🍒dont sell or throw my freebies,"['freebies', 'seventeen', 'right', 'here', 'in', 'jakarta', '', 'by', '', 'jis', '', 'februari', 'day', '', 'tba', 'limited', 'quantity', 'how', 'to', 'claim', 'amp', 'like', 'this', 'tweet', 'say', 'hi', 'when', 'you', 'found', 'me', 'kindly', 'tag', 'me', 'if', 'you', 'get', 'it', 'dont', 'sell', 'or', 'throw', 'my', 'freebies']",-1,negative
Mon Dec 02 08:29:32 +0000 2024,menteri koordinator bidang pemberdayaan masyarakat muhaimin iskandar cak imin meyakini besaran anggaran makan bergizi gratis rp  per porsi cukup untuk memenuhi kebutuhan gizi,"['menteri', 'koordinator', 'bidang', 'daya', 'masyarakat', 'muhaimin', 'iskandar', 'cak', 'imin', 'anggar', 'makan', 'gizi', 'gratis', 'rp', 'porsi', 'penuh', 'butuh', 'gizi']",4,positive
Mon Dec 02 01:55:19 +0000 2024,masyarakat gak perlu kuatir makan bergizi gratis rp  sudah diuji coba selama setahun,"['masyarakat', 'gak', 'kuatir', 'makan', 'gizi', 'gratis', 'rp', 'uji', 'coba']",2,positive
Mon Dec 30 05:32:49 +0000 2024,muhammadiyah makan gratis jangan seperti bansos banyak data palsu,"['muhammadiyah', 'makan', 'gratis', 'bansos', 'data', 'palsu']",-3,negative
Sun Jan 05 08:07:34 +0000 2025,mulai besok  januari  program makan bergizi gratis akan mulai dilaksanakan maka demi keadilan hnw dari  ingatkan program makan bergizi gratis itu juga untuk santri pesantren dan siswa madrasahsekolah keagamaan,"['besok', 'januari', 'program', 'makan', 'gizi', 'gratis', 'laksana', 'adil', 'hnw', 'program', 'makan', 'gizi', 'gratis', 'santri', 'pesantren', 'siswa', 'madrasahsekolah', 'agama']",1,positive
Sun Dec 29 09:47:22 +0000 2024,besok pagi ikut diskusi soal maksi gratis bareng aku amp celios center of economic and law studies yukkk 😎    diskusi publik amp peluncuran laporan yang lapar siapa yang kenyang siapa mitigasi risiko program makan bergizi gratis,"['besok', 'pagi', 'diskusi', 'maksi', 'gratis', 'bareng', 'amp', 'celios', 'center', 'of', 'economic', 'and', 'law', 'studies', 'yukkk', '', 'diskusi', 'publik', 'amp', 'luncur', 'lapor', 'lapar', 'kenyang', 'mitigasi', 'risiko', 'program', 'makan', 'gizi', 'gratis']",-5,negative
Thu Dec 19 07:37:41 +0000 2024,anak dapat jatah makan gratis rp  bapak setiap belanja kena ppn   tekor dong ya  😄😄😄,"['anak', 'jatah', 'makan', 'gratis', 'rp', 'belanja', 'kena', 'ppn', 'tekor', 'ya', '']",2,positive
Tue Dec 17 09:51:19 +0000 2024,bri dukung program makan bergizi gratis bukan cuma kasih makan ke anakanak tapi juga gerakin ekonomi lokal lewat pembiayaan umkm jadi anakanak kenyang pelaku umkm seneng ekonomi muter semua happy winwin solution ala bri 💚🍽️,"['bri', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'kasih', 'makan', 'anakanak', 'gerakin', 'ekonomi', 'lokal', 'biaya', 'umkm', 'anakanak', 'kenyang', 'laku', 'umkm', 'neng', 'ekonomi', 'muter', 'happy', 'winwin', 'solution', 'ala', 'bri', '']",17,positive
Thu Dec 26 04:48:50 +0000 2024,viral pungli wadah makan siang gratis badan gizi beri klarifikasi,"['viral', 'pungli', 'wadah', 'makan', 'siang', 'gratis', 'badan', 'gizi', 'klarifikasi']",-3,negative
Sun Dec 29 14:00:13 +0000 2024,makan gratis ini bener mengejawantahkan kebiasaan orang indonesia untuk stereotyping pukul rata  ga bayangin aja ponakan yang sekolah di sebuah sekolah elit jaksel yang makan di kantin kmakan belum minum dipaksa makan gratis kmakan siang,"['makan', 'gratis', 'ejawantah', 'orang', 'indonesia', 'stereotyping', 'gak', 'bayangin', 'ponakan', 'sekolah', 'sekolah', 'elit', 'jaksel', 'makan', 'kantin', 'kmakan', 'minum', 'paksa', 'makan', 'gratis', 'kmakan', 'siang']",-5,negative
Wed Dec 04 16:17:33 +0000 2024,panduan baca gratis a diary of genocide  selama dua hari ke depan buku ini bisa dibaca gratis di rakata baik mobile maupun web  ini cara untuk akses gratisnya yaaa,"['pandu', 'baca', 'gratis', 'a', 'diary', 'of', 'genocide', 'buku', 'baca', 'gratis', 'rakata', 'mobile', 'web', 'akses', 'gratis', 'yaaa']",9,positive
Sat Jan 25 09:44:12 +0000 2025,ini semua gratis guys syaratnya punya ✨️ortu yang dukung hobi bacamu✨️   kucing berlari apkh smua orang iriiiiii 🤭,"['gratis', 'guys', 'syarat', 'ortu', 'dukung', 'hobi', 'baca', 'kucing', 'lari', 'apkh', 'orang', 'iriiiiii', '']",5,positive
Sat Jan 25 09:20:09 +0000 2025,📚 ini semua gratis guys syaratnya punya ✨️pacar✨️   kucing berlari apkh smua orang iriiiiii 🤭,"['', 'gratis', 'guys', 'syarat', 'pacar', 'kucing', 'lari', 'apkh', 'orang', 'iriiiiii', '']",-2,negative
Sun Jan 26 13:46:14 +0000 2025,ada di jakarta ke pantai bersama keluarga tanpa bayar free gratis,"['jakarta', 'pantai', 'keluarga', 'bayar', 'free', 'gratis']",3,positive
Sat Jan 25 14:10:10 +0000 2025,📚 ini semua gratis guys syaratnya punya ✨️ kesabaran tanpa batas ✨️   kucing jantan apakah kita kasian 🤭😭😭,"['', 'gratis', 'guys', 'syarat', '', 'sabar', 'batas', '', 'kucing', 'jantan', 'kasi', '']",5,positive
Fri Jan 31 22:40:21 +0000 2025,makan bergizi gratis dari bapak presiden untuk seluruh indonesia termasuk papua,"['makan', 'gizi', 'gratis', 'presiden', 'indonesia', 'papua']",3,positive
Fri Jan 31 22:54:49 +0000 2025,masih heran kenapa yang dijadiin prioritas utama makan bergizi gratis bukan pendidikan,"['heran', 'dijadiin', 'prioritas', 'utama', 'makan', 'gizi', 'gratis', 'didik']",1,positive
Fri Jan 31 22:41:28 +0000 2025,di indo hampir ada capres yg ngadain subsidi daycare perbaikin transum n majekin  orang terkaya   apa daya yg dipilih malah yg naikin pajak naikin gaji pejabat makan gratis gajelas dan bagi² jabatan  haffft  rakyat gol menengah yg paling kena imbas,"['indo', 'capres', 'ngadain', 'subsidi', 'daycare', 'perbaikin', 'transum', 'n', 'majekin', 'orang', 'kaya', 'daya', 'pilih', 'naikin', 'pajak', 'naikin', 'gaji', 'jabat', 'makan', 'gratis', 'gajelas', 'jabat', 'haffft', 'rakyat', 'gol', 'kena', 'imbas']",-18,negative
Mon Jan 27 04:14:34 +0000 2025,ini semua gratis guys warisan  syarat nya  punya ✨️ibu hobi baca✨️  sebelah kiri ada ikan tengiri permisi ontyuncle jangan ngiri😘,"['gratis', 'guys', 'waris', 'syarat', 'nya', 'hobi', 'baca', 'belah', 'kiri', 'ikan', 'tengiri', 'permisi', 'ontyuncle', 'ngiri']",-4,negative
Fri Jan 31 23:46:19 +0000 2025,ternyata orang dewasa selain tidak meminum ramune juga tidak makan makanan gratis 😭,"['orang', 'dewasa', 'minum', 'ramune', 'makan', 'makan', 'gratis', '']",-1,negative
Fri Jan 31 23:04:59 +0000 2025,ada anak yg makannya biasa aja tapi dapat guru yg berkualitas karena digaji dg layak   vs  anak yg dapat makan siang gratis tapi gak dapat guru yg berkualitas anaknya gak bisa sekolahbayar spp gurunya gak digaji layak   mana yg akan lebih sukses,"['anak', 'makan', 'guru', 'kualitas', 'gaji', 'dg', 'layak', 'vs', 'anak', 'makan', 'siang', 'gratis', 'gak', 'guru', 'kualitas', 'anak', 'gak', 'sekolahbayar', 'spp', 'guru', 'gak', 'gaji', 'layak', 'sukses']",16,positive
Fri Jan 31 19:31:54 +0000 2025,sasam memanfaatan makan bergizi gratis adalah keputusan tepat bagi umkm pangan ekonomi jadi lebih dinamis dan berkembangprogram makan bergizi gratis bantu umkm pangan berkembang dan ciptakan ekonomi kuat,"['sasam', 'manfaat', 'makan', 'gizi', 'gratis', 'putus', 'umkm', 'pangan', 'ekonomi', 'dinamis', 'berkembangprogram', 'makan', 'gizi', 'gratis', 'bantu', 'umkm', 'pangan', 'kembang', 'cipta', 'ekonomi', 'kuat']",4,positive
Fri Jan 31 21:57:38 +0000 2025,wkwk ternyata kaum  emang bodoh beneran adik dan kakak sama bodoh 🤣 namanya bukan makan gratis tapi program tambahan makanan untuk anak sekolah beda prosesnya dananya sudah jelas lha mbg mencret berjamaah gratis ini dana sama pelaksanaannya ga jelas 🤣,"['', 'kaum', 'bodoh', 'beneran', 'adik', 'kakak', 'bodoh', '', 'nama', 'makan', 'gratis', 'program', 'makan', 'anak', 'sekolah', 'beda', 'proses', 'dana', 'lha', 'mbg', 'mencret', 'jamaah', 'gratis', 'dana', 'laksana', 'gak', '']",9,positive
Fri Jan 31 22:31:34 +0000 2025,udah dibilang gak gampang tp masih ngengkel yg  penting makan gratis apanya mikirin ini doang tapi yg terlibat didzolimi begini astaghfirullah masih mau maksa makan gratis padahal itu uang makan gratis tiap hari kalo di ubah jadi bantuan untuk pembuka lapangan pekerjaanel,"['udah', 'bilang', 'gak', 'gampang', 'ngengkel', 'makan', 'gratis', 'mikirin', 'doang', 'libat', 'didzolimi', 'astaghfirullah', 'maksa', 'makan', 'gratis', 'uang', 'makan', 'gratis', 'kalo', 'ubah', 'bantu', 'buka', 'lapang', 'pekerjaanel']",-8,negative
Fri Jan 31 23:10:34 +0000 2025,berarti dalam satu tahun ini bayar ukt  kali ya😅 buat ap bayar ukt kalau pendidikan masuknya prioritas pendukung bukan prioritas utama karena yang utama adalah makan gratis😻🫰,"['bayar', 'ukt', 'kali', 'ya', 'bayar', 'ukt', 'didik', 'masuk', 'prioritas', 'dukung', 'prioritas', 'utama', 'utama', 'makan', 'gratis']",1,positive
Fri Jan 31 23:36:26 +0000 2025,ini semua demi makan siang gratis fak kata gue teh,"['makan', 'siang', 'gratis', 'fak', 'teh']",1,positive
Tue Jan 28 11:45:07 +0000 2025,makan bergizi gratis bentuknya standarisasi kantin  uangnya bentuk voucher dibelanjakan di kantin sekolah pada warung pilihan yg menunya pilihan juga  kantin sekolah jadi koperasi uangnya masuk sana  ibu kantin happy murid happy,"['makan', 'gizi', 'gratis', 'bentuk', 'standar', 'kantin', 'uang', 'bentuk', 'voucher', 'belanja', 'kantin', 'sekolah', 'warung', 'pilih', 'menu', 'pilih', 'kantin', 'sekolah', 'koperasi', 'uang', 'masuk', 'kantin', 'happy', 'murid', 'happy']",4,positive
Fri Jan 31 20:15:22 +0000 2025,km gapapa meninggal yg penting makan gratis,"['km', 'gapapa', 'tinggal', 'makan', 'gratis']",-2,negative
Fri Jan 31 23:52:25 +0000 2025,umkm bisa berkembang pesat berkat dukungan dari makan sehat gratis,"['umkm', 'kembang', 'pesat', 'berkat', 'dukung', 'makan', 'sehat', 'gratis']",12,positive
Fri Jan 31 18:45:32 +0000 2025,pelaku usaha kecil bisa semakin berdaya berkat kebijakan makan gratis ini,"['laku', 'usaha', 'daya', 'berkat', 'bijak', 'makan', 'gratis']",-3,negative
Fri Jan 31 20:16:59 +0000 2025,makan bergizi gratis mendukung keseimbangan ekonomi nasional,"['makan', 'gizi', 'gratis', 'dukung', 'imbang', 'ekonomi', 'nasional']",3,positive
Fri Jan 31 22:55:34 +0000 2025,makan bergizi gratis membantu pemerataan ekonomi melalui sektor pangan lokal,"['makan', 'gizi', 'gratis', 'bantu', 'perata', 'ekonomi', 'sektor', 'pangan', 'lokal']",1,positive
Fri Jan 31 22:36:44 +0000 2025,makan bergizi gratis bawa kesempatan emas bagi usaha rakyat,"['makan', 'gizi', 'gratis', 'bawa', 'emas', 'usaha', 'rakyat']",-5,negative
Fri Jan 31 22:38:18 +0000 2025,makan bergizi gratis memberikan manfaat ekonomi yang berkelanjutan,"['makan', 'gizi', 'gratis', 'manfaat', 'ekonomi']",5,positive
Fri Jan 31 20:51:22 +0000 2025,makan bergizi gratis mendorong petani dan pengusaha kecil untuk berinovasi,"['makan', 'gizi', 'gratis', 'dorong', 'tani', 'usaha', 'inovasi']",1,positive
Fri Jan 31 23:52:53 +0000 2025,serunya makan gratis demi bantu perkembangan umkm kita,"['seru', 'makan', 'gratis', 'bantu', 'kembang', 'umkm']",2,positive
Fri Jan 31 19:55:19 +0000 2025,pelaku umkm pangan ngerasain efek signifikan dari program makan gratis bikin bisnis lebih stabil,"['laku', 'umkm', 'pangan', 'ngerasain', 'efek', 'signifikan', 'program', 'makan', 'gratis', 'bikin', 'bisnis', 'stabil']",8,positive
Fri Jan 31 23:58:01 +0000 2025,mahasiswa pun bisa bantu umkm maju lewat makan gratis bergizi,"['mahasiswa', 'bantu', 'umkm', 'maju', 'makan', 'gratis', 'gizi']",-1,negative
Fri Jan 31 20:27:06 +0000 2025,makan bergizi gratis membuka pintu bagi umkm untuk mengembangkan produk lokal yang lebih berkualitas,"['makan', 'gizi', 'gratis', 'buka', 'pintu', 'umkm', 'kembang', 'produk', 'lokal', 'kualitas']",10,positive
Fri Jan 31 19:05:15 +0000 2025,waktu tepat buat dukung makan bergizi gratis umkm siap maju,"['dukung', 'makan', 'gizi', 'gratis', 'umkm', 'maju']",4,positive
Fri Jan 31 21:08:24 +0000 2025,waktunya merayakan anggaran makan bergizi gratis sekarang  triliun yuk kita gercep pakai buat hidup sehat,"['raya', 'anggar', 'makan', 'gizi', 'gratis', 'triliun', 'yuk', 'gercep', 'pakai', 'hidup', 'sehat']",8,positive
Fri Jan 31 18:42:40 +0000 2025,program makan bergizi gratis bawa angin segar buat umkm pangan lokal,"['program', 'makan', 'gizi', 'gratis', 'bawa', 'angin', 'segar', 'umkm', 'pangan', 'lokal']",2,positive
Fri Jan 31 23:57:58 +0000 2025,program makan gratis ini cara keren bantu usaha mikro kita lebih kuat dan sehat,"['program', 'makan', 'gratis', 'keren', 'bantu', 'usaha', 'mikro', 'kuat', 'sehat']",-5,negative
Fri Jan 31 20:31:45 +0000 2025,makan bergizi gratis meningkatkan daya saing umkm dalam industri pangan,"['makan', 'gizi', 'gratis', 'tingkat', 'daya', 'saing', 'umkm', 'industri', 'pangan']",1,positive
Fri Jan 31 20:24:39 +0000 2025,makan bergizi gratis menjadi pendorong utama dalam perkembangan umkm pangan,"['makan', 'gizi', 'gratis', 'dorong', 'utama', 'kembang', 'umkm', 'pangan']",3,positive
Fri Jan 31 20:05:32 +0000 2025,makan bergizi gratis langkah nyata dukung perekonomian dan umkm,"['makan', 'gizi', 'gratis', 'langkah', 'nyata', 'dukung', 'ekonomi', 'umkm']",10,positive
Fri Jan 31 23:52:39 +0000 2025,makan gratis yang bergizi yuk berkontribusi buat umkm kita maju,"['makan', 'gratis', 'gizi', 'yuk', 'kontribusi', 'umkm', 'maju']",4,positive
Fri Jan 31 23:02:18 +0000 2025,makan bergizi gratis menjadi solusi jangka panjang bagi ketahanan pangan nasional,"['makan', 'gizi', 'gratis', 'solusi', 'jangka', 'tahan', 'pangan', 'nasional']",5,positive
Fri Jan 31 23:59:19 +0000 2025,makan bergizi gratis jalan mulus buat berdayakan umkm lokal jadi lebih jaya,"['makan', 'gizi', 'gratis', 'jalan', 'mulus', 'daya', 'umkm', 'lokal', 'jaya']",3,positive
Fri Jan 31 23:58:00 +0000 2025,biar sehat dan produktif bantu umkm lokal lewat makan gratis,"['biar', 'sehat', 'produktif', 'bantu', 'umkm', 'lokal', 'makan', 'gratis']",2,positive
Fri Jan 31 20:41:53 +0000 2025,program makan bergizi gratis menjadi peluang besar bagi umkm untuk berkembang,"['program', 'makan', 'gizi', 'gratis', 'peluang', 'umkm', 'kembang']",3,positive
Fri Jan 31 23:52:20 +0000 2025,makan sehat gratis bantu meningkatkan keberlanjutan umkm kita,"['makan', 'sehat', 'gratis', 'bantu', 'tingkat', 'umkm']",3,positive
Fri Jan 31 20:26:53 +0000 2025,makan bergizi gratis membuka peluang bagi umkm untuk meningkatkan diversifikasi produk pangan,"['makan', 'gizi', 'gratis', 'buka', 'peluang', 'umkm', 'tingkat', 'diversifikasi', 'produk', 'pangan']",4,positive
Fri Jan 31 21:33:41 +0000 2025,gerakan ini bawa segudang manfaat buat umkm pangan dari makan bergizi gratis,"['gera', 'bawa', 'gudang', 'manfaat', 'umkm', 'pangan', 'makan', 'gizi', 'gratis']",3,positive
Fri Jan 31 22:38:39 +0000 2025,makan bergizi gratis mendukung kemandirian ekonomi masyarakat,"['makan', 'gizi', 'gratis', 'dukung', 'mandiri', 'ekonomi', 'masyarakat']",1,positive
Fri Jan 31 19:58:33 +0000 2025,berkat makan bergizi gratis pertumbuhan usaha pangan kecil lebih menjanjikan,"['berkat', 'makan', 'gizi', 'gratis', 'tumbuh', 'usaha', 'pangan', 'janji']",-2,negative
Fri Jan 31 23:58:15 +0000 2025,bermanfaat makan gratis bergizi sambil bawa perubahan untuk umkm,"['manfaat', 'makan', 'gratis', 'gizi', 'bawa', 'ubah', 'umkm']",3,positive
Fri Jan 31 20:34:10 +0000 2025,makan sehat gratis dukung perkembangan umkm pangan dalam negeri,"['makan', 'sehat', 'gratis', 'dukung', 'kembang', 'umkm', 'pangan', 'negeri']",10,positive
Fri Jan 31 23:52:44 +0000 2025,makan gratis bergizi bantu tegakkan fondasi umkm yang sehat,"['makan', 'gratis', 'gizi', 'bantu', 'tegak', 'fondasi', 'umkm', 'sehat']",1,positive
Fri Jan 31 19:39:50 +0000 2025,program makan bergizi gratis bikin rakyat sehat dan umkm lebih semangat,"['program', 'makan', 'gizi', 'gratis', 'bikin', 'rakyat', 'sehat', 'umkm', 'semangat']",6,positive
Fri Jan 31 20:58:54 +0000 2025,makan bergizi gratis menciptakan ekosistem bisnis yang menguntungkan banyak pihak,"['makan', 'gizi', 'gratis', 'cipta', 'ekosistem', 'bisnis', 'untung']",5,positive
Fri Jan 31 23:52:21 +0000 2025,makan gratis bikin sehat sekaligus majukan umkm lokal yuk,"['makan', 'gratis', 'bikin', 'sehat', 'maju', 'umkm', 'lokal', 'yuk']",7,positive
Fri Jan 31 23:02:14 +0000 2025,makan bergizi gratis membuka peluang ekspansi bisnis bagi umkm ke tingkat nasional,"['makan', 'gizi', 'gratis', 'buka', 'peluang', 'ekspansi', 'bisnis', 'umkm', 'tingkat', 'nasional']",4,positive
Fri Jan 31 23:20:39 +0000 2025,program makan gratis bergizi bantu umkm pangan bagi hasil ekonomi yang adil,"['program', 'makan', 'gratis', 'gizi', 'bantu', 'umkm', 'pangan', 'hasil', 'ekonomi', 'adil']",3,positive
Fri Jan 31 23:52:57 +0000 2025,makan gratis sekaligus sehat bantu umkm menjadi lebih handal,"['makan', 'gratis', 'sehat', 'bantu', 'umkm', 'handal']",2,positive
Fri Jan 31 20:13:11 +0000 2025,makan bergizi gratis membantu mempercepat pertumbuhan ekonomi sektor pangan,"['makan', 'gizi', 'gratis', 'bantu', 'cepat', 'tumbuh', 'ekonomi', 'sektor', 'pangan']",-1,negative
Fri Jan 31 23:58:12 +0000 2025,inisiatif makan sehat gratis bikin umkm tambah maju,"['inisiatif', 'makan', 'sehat', 'gratis', 'bikin', 'umkm', 'maju']",3,positive
Fri Jan 31 22:53:24 +0000 2025,jadilah bagian dari perubahan dukung umkm dengan makan gratis bergizi,"['ubah', 'dukung', 'umkm', 'makan', 'gratis', 'gizi']",4,positive
Fri Jan 31 19:34:39 +0000 2025,gema positif makan bergizi gratis buat perekonomian dan umkm pangan menggeliat,"['gema', 'positif', 'makan', 'gizi', 'gratis', 'ekonomi', 'umkm', 'pangan', 'geliat']",2,positive
Fri Jan 31 23:26:44 +0000 2025,umkm makin semangat dan kreatif karena ada program makan bergizi gratis,"['umkm', 'semangat', 'kreatif', 'program', 'makan', 'gizi', 'gratis']",7,positive
Fri Jan 31 18:49:01 +0000 2025,makan bergizi gratis memperkuat hubungan antara petani umkm dan pemerintah dalam sistem pangan nasional,"['makan', 'gizi', 'gratis', 'kuat', 'hubung', 'tani', 'umkm', 'perintah', 'sistem', 'pangan', 'nasional']",-7,negative
Fri Jan 31 20:37:02 +0000 2025,makan bergizi gratis menciptakan siklus ekonomi yang sehat dan berkelanjutan,"['makan', 'gizi', 'gratis', 'cipta', 'siklus', 'ekonomi', 'sehat']",3,positive
Fri Jan 31 21:21:25 +0000 2025,sehat bareng berkat program makan gratis umkm untung maksimal,"['sehat', 'bareng', 'berkat', 'program', 'makan', 'gratis', 'umkm', 'untung', 'maksimal']",9,positive
Fri Jan 31 23:05:54 +0000 2025,umkm pangan semakin berkembang dengan adanya program makan gratis,"['umkm', 'pangan', 'kembang', 'program', 'makan', 'gratis']",3,positive
Fri Jan 31 23:52:28 +0000 2025,siapa yang tak suka makan sehat gratis untuk kemajuan umkm,"['suka', 'makan', 'sehat', 'gratis', 'maju', 'umkm']",5,positive
Sat Feb 01 02:46:53 +0000 2025,hashim pede ekonomi tumbuh  persen berkat makan bergizi gratis,"['hashim', 'pede', 'ekonomi', 'tumbuh', 'persen', 'berkat', 'makan', 'gizi', 'gratis']",3,positive
Mon Feb 10 10:01:05 +0000 2025,gemez presiden prabowo subianto melakukan sidak program makan bergizi gratis mbg di dua sd kedung jaya bogor senin    selain memeriksa makanan beliau juga ikut merasakan suasana belajar di kelas momen ini langsung jadi sorotan netizen banyak yang terharu dan kagum,"['gemez', 'presiden', 'prabowo', 'subianto', 'sidak', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sd', 'kedung', 'jaya', 'bogor', 'senin', 'periksa', 'makan', 'beliau', 'suasana', 'ajar', 'kelas', 'momen', 'langsung', 'sorot', 'netizen', 'haru', 'kagum']",3,positive
Mon Feb 10 06:58:23 +0000 2025,program ambisius makan bergizi gratis yang dicanangkan presiden prabowo untuk  juta orang di tahun  kembali dihadapkan pada berbagai persoalan mulai dari pendistribusian yang tidak merata masalah keracunan hingga mundurnya mitra mbg karena masalah pembayaran semua ini,"['program', 'ambisius', 'makan', 'gizi', 'gratis', 'canang', 'presiden', 'prabowo', 'juta', 'orang', 'hadap', 'distribusi', 'racun', 'mundur', 'mitra', 'mbg', 'bayar']",4,positive
Mon Feb 10 07:34:37 +0000 2025,presiden ri jenderal tni purn h prabowo subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis mbg melalui program asta cita  polri berinovasi untuk meningkatkan kualitas maksimal berikan pelayanan kepada masyarakat dan,"['presiden', 'ri', 'jenderal', 'tni', 'purn', 'h', 'prabowo', 'subianto', 'inisiasi', 'program', 'tahan', 'pangan', 'nasional', 'makan', 'gizi', 'gratis', 'mbg', 'program', 'asta', 'cita', 'polri', 'inovasi', 'tingkat', 'kualitas', 'maksimal', 'layan', 'masyarakat']",14,positive
Mon Feb 10 00:13:48 +0000 2025,🍽️✨ program makan bergizi gratis hadir untuk anak indonesia yang lebih sehat dan cerdas 💪 dengan gizi yang cukup masa depan mereka makin cerah,"['', 'program', 'makan', 'gizi', 'gratis', 'hadir', 'anak', 'indonesia', 'sehat', 'cerdas', '', 'gizi', 'cerah']",2,positive
Fri Feb 07 08:00:34 +0000 2025,program makan bergizi gratis investasi jangka panjang bagi kualitas sumber daya manusia indonesia,"['program', 'makan', 'gizi', 'gratis', 'investasi', 'jangka', 'kualitas', 'sumber', 'daya', 'manusia', 'indonesia']",10,positive
Mon Feb 10 00:52:16 +0000 2025,kata guru di papua program makan bergizi gratis,"['guru', 'papua', 'program', 'makan', 'gizi', 'gratis']",3,positive
Sat Feb 01 01:55:03 +0000 2025,di tengah optimisme perbaikan gizi dan kesehatan generasi muda indonesia berkat program makan bergizi gratis mbg muncul kekhawatiran bahwa program ini berpotensi menjadi lahan korupsi baru  ulasan asis,"['optimisme', 'gizi', 'sehat', 'generasi', 'muda', 'indonesia', 'berkat', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'muncul', 'khawatir', 'program', 'potensi', 'lahan', 'korupsi', 'ulas', 'asis']",-8,negative
Mon Feb 10 06:59:12 +0000 2025,siswa sd ngabang kalbar melaksanakan makan bergizi gratis ini merupakan langkah pemerintah untuk membentuk generasi penerus yang cerdas,"['siswa', 'sd', 'ngabang', 'kalbar', 'laksana', 'makan', 'gizi', 'gratis', 'langkah', 'perintah', 'bentuk', 'generasi', 'cerdas']",8,positive
Mon Feb 10 13:01:00 +0000 2025,presiden prabowo subianto menegaskan komitmennya untuk meningkatkan kualitas kesehatan dan pendidikan anakanak indonesia melalui program makan bergizi gratis mbg  pada senin  februari  ia mengunjungi sdn kedung jaya  bogor kota bogor jawa barat untuk meninjau,"['presiden', 'prabowo', 'subianto', 'komitmen', 'tingkat', 'kualitas', 'sehat', 'didik', 'anakanak', 'indonesia', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'senin', 'februari', 'unjung', 'sdn', 'kedung', 'jaya', 'bogor', 'kota', 'bogor', 'jawa', 'barat', 'tinjau']",11,positive
Mon Jan 20 13:32:18 +0000 2025,program makan bergizi gratis  makin lama akan makin begini kualitasnya  susu nya sudah hilang ayamnya sudah hilang  tinggal tempe dan tahu nasi putih dan pisang kecil  tak berapa lama lagi tahunya akan lenyap  dan tempenya pun akan raib  sementara laporan keuangannya tetap per,"['program', 'makan', 'gizi', 'gratis', 'kualitas', 'susu', 'nya', 'hilang', 'ayam', 'hilang', 'tinggal', 'tempe', 'nasi', 'putih', 'pisang', 'lenyap', 'tempe', 'raib', 'lapor', 'uang']",-12,negative
